Name,Family,Series,# of CPU Cores,# of Threads,Base Clock,Max. Boost Clock,L3 Cache,Default TDP,CPU Socket,Graphics Model,Graphics Core Count,Launch Date,manufacturer
,Ryzen PRO,Ryzen PRO 2000 Series,4,4,3.2 GHz,Up to 3.6 GHz,4 MB,35W,AM4,Radeon™ Vega 8 Graphics,8,5/10/2018,AMD
,Ryzen PRO,Ryzen PRO 2000 Series,4,4,3.5 GHz,Up to 3.7 GHz,4 MB,65W,AM4,Radeon™ Vega 8 Graphics,8,5/10/2018,AMD
,Ryzen,Ryzen 2000 Series,4,8,3.3 GHz,Up to 3.8 GHz,4 MB,45W,FP5,Radeon™ RX Vega 11 Graphics,11,9/10/2018,AMD
,Ryzen,Ryzen 2000 Series,8,16,3.7 GHz,Up to 4.3 GHz,16 MB,105W,AM4,Discrete Graphics Card Required,,4/19/2018,AMD
,Ryzen,Ryzen 2000 Series,4,8,2.2 GHz,Up to 3.8 GHz,4 MB,15W,FP5,Radeon™ RX Vega 10 Graphics,10,10/26/2017,AMD
,Ryzen,Ryzen 2000 Series,8,16,2.8 GHz,Up to 4 GHz,16 MB,45W,AM4,Discrete Graphics Card Required,,09/2018,AMD
,Ryzen,Ryzen 2000 Series,8,16,3.2 GHz,Up to 4.1 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,4/19/2018,AMD
,Ryzen,Ryzen 2000 Series,6,12,3.6 GHz,Up to 4.2 GHz,16 MB,95W,AM4,Discrete Graphics Card Required,,4/19/2018,AMD
,Ryzen,Ryzen 2000 Series,4,8,3.2 GHz,Up to 3.6 GHz,4 MB,45W,FP5,Radeon™ Vega 8 Graphics,8,9/10/2018,AMD
,Ryzen,Ryzen 2000 Series,6,12,3.1 GHz,Up to 4 GHz,16 MB,45W,AM4,Discrete Graphics Card Required,,09/2018,AMD
,Ryzen,Ryzen 2000 Series,6,12,3.4 GHz,Up to 3.9 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,4/19/2018,AMD
,Ryzen,Ryzen 2000 Series,4,8,3.6 GHz,Up to 4 GHz,8 MB,65W,AM4,Discrete Graphics Card Required,,9/10/2018,AMD
,Ryzen,Ryzen 2000 Series,4,8,2 GHz,Up to 3.6 GHz,4 MB,15W,FP5,Radeon™ Vega 8 Graphics,8,10/26/2017,AMD
,Ryzen,Ryzen 2000 Series,4,8,3.2 GHz,Up to 3.8 GHz,4 MB,35W,AM4,Radeon™ RX Vega 11 Graphics,11,4/19/2018,AMD
,Ryzen,Ryzen 2000 Series,4,8,3.6 GHz,Up to 3.9 GHz,4 MB,65W,AM4,Radeon™ RX Vega 11 Graphics,11,2/12/2018,AMD
,Ryzen,Ryzen 2000 Series,4,4,3.5 GHz,Up to 4 GHz,8 MB,65W,AM4,Discrete Graphics Card Required,,9/10/2018,AMD
,Ryzen,Ryzen 2000 Series,4,4,2 GHz,Up to 3.4 GHz,4 MB,15W,FP5,Radeon™ Vega 6 Graphics,6,1/8/2018,AMD
,Ryzen,Ryzen 2000 Series,2,4,2.5 GHz,Up to 3.4 GHz,4 MB,15W,FP5,Radeon™ Vega 3 Graphics,3,1/8/2018,AMD
,Ryzen,Ryzen 2000 Series,4,4,3.2 GHz,Up to 3.6 GHz,4 MB,35W,AM4,Radeon™ Vega 8 Graphics,8,4/19/2018,AMD
,Ryzen,Ryzen 2000 Series,4,4,3.5 GHz,Up to 3.7 GHz,4 MB,65W,AM4,Radeon™ Vega 8 Graphics,8,2/12/2018,AMD
,Ryzen Threadripper,Ryzen Threadripper 1000 Series,16,32,3.4 GHz,Up to 4 GHz,32 MB,180W,sTR4,Discrete Graphics Card Required,,7/31/2017,AMD
,Ryzen Threadripper,Ryzen Threadripper 1000 Series,12,24,3.5 GHz,Up to 4 GHz,32 MB,180W,sTR4,Discrete Graphics Card Required,,7/31/2017,AMD
,Ryzen Threadripper,Ryzen Threadripper 1000 Series,8,16,3.8 GHz,Up to 4 GHz,16 MB,180W,sTR4,Discrete Graphics Card Required,,8/31/2017,AMD
,Ryzen PRO,Ryzen PRO 1000 Series,8,16,3.4 GHz,Up to 3.8 GHz,16 MB,95W,AM4,Discrete Graphics Card Required,,6/29/2017,AMD
,Ryzen PRO,Ryzen PRO 1000 Series,8,16,3 GHz,Up to 3.7 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,6/29/2017,AMD
,Ryzen PRO,Ryzen PRO 1000 Series,6,12,3.2 GHz,Up to 3.6 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,6/29/2017,AMD
,Ryzen PRO,Ryzen PRO 1000 Series,4,8,3.5 GHz,Up to 3.7 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,6/29/2017,AMD
,Ryzen PRO,Ryzen PRO 1000 Series,4,4,3.5 GHz,Up to 3.7 GHz,8 MB,65W,AM4,Discrete Graphics Card Required,,6/29/2017,AMD
,Ryzen PRO,Ryzen PRO 1000 Series,4,4,3.1 GHz,Up to 3.4 GHz,8 MB,65W,AM4,Discrete Graphics Card Required,,6/29/2017,AMD
,Ryzen,Ryzen 1000 Series,8,16,3.6 GHz,Up to 4 GHz,16 MB,95W,AM4,Discrete Graphics Card Required,,3/2/2017,AMD
,Ryzen,Ryzen 1000 Series,8,16,3.4 GHz,Up to 3.8 GHz,16 MB,95W,AM4,Discrete Graphics Card Required,,3/2/2017,AMD
,Ryzen,Ryzen 1000 Series,8,16,3 GHz,Up to 3.7 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,3/2/2017,AMD
,Ryzen,Ryzen 1000 Series,6,12,3.6 GHz,Up to 4 GHz,16 MB,95W,AM4,Discrete Graphics Card Required,,4/11/2017,AMD
,Ryzen,Ryzen 1000 Series,6,12,3.2 GHz,Up to 3.6 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,,AMD
,Ryzen,Ryzen 1000 Series,6,12,3.2 GHz,Up to 3.6 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,4/11/2017,AMD
,Ryzen,Ryzen 1000 Series,4,8,3.5 GHz,Up to 3.7 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,4/11/2017,AMD
,Ryzen,Ryzen 1000 Series,4,8,3.2 GHz,Up to 3.4 GHz,8 MB,65W,AM4,Discrete Graphics Card Required,,4/11/2017,AMD
,Ryzen,Ryzen 1000 Series,4,4,3.5 GHz,Up to 3.7 GHz,8 MB,65W,AM4,Discrete Graphics Card Required,,7/27/2017,AMD
,Ryzen,Ryzen 1000 Series,4,4,3.1 GHz,Up to 3.4 GHz,8 MB,65W,AM4,Discrete Graphics Card Required,,7/27/2017,AMD
,AMD,AMD 3000 Series,2,2,1.2 GHz,Up to 2.6 GHz,4 MB,6W,,AMD Radeon™ Graphics,3,1/6/2020,AMD
,AMD,AMD 3000 Series,2,4,1.2 GHz,Up to 2.3 GHz,4 MB,6W,FT5,AMD Radeon™ Graphics,3,7/6/2020,AMD
,AMD,AMD 3000 Series,2,4,1.2 GHz,Up to 2.3 GHz,4 MB,6W,FT5,Radeon™  Graphics,3,4/29/2021,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,4.7 GHz,Up to 5 GHz,8 MB,220W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,4.4 GHz,Up to 4.7 GHz,8 MB,220W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,3.3 GHz,Up to 4.3 GHz,8 MB,95W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,4 GHz,Up to 4.3 GHz,8 MB,125W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,4 GHz,Up to 4.3 GHz,8 MB,125W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,4 GHz,Up to 4.2 GHz,8 MB,125W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,4 GHz,Up to 4.2 GHz,8 MB,125W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,3.2 GHz,Up to 4 GHz,8 MB,95W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,3.5 GHz,Up to 4 GHz,8 MB,125W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,3.4 GHz,Up to 4.3 GHz,,95W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,3.3 GHz,Up to 4.2 GHz,8 MB,95W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,3.6 GHz,Up to 4.2 GHz,8 MB,125W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 8-Core Black Edition Processors,8,8,3.1 GHz,Up to 4 GHz,8 MB,125W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 6-Core Black Edition Processors,6,6,3.9 GHz,Up to 4.2 GHz,8 MB,125W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 6-Core Black Edition Processors,6,6,3.9 GHz,Up to 4.2 GHz,8 MB,125W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 6-Core Black Edition Processors,6,6,3.5 GHz,Up to 3.8 GHz,8 MB,95W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 6-Core Black Edition Processors,6,6,3.8 GHz,Up to 4.1 GHz,8 MB,125W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 6-Core Black Edition Processors,6,6,3.3 GHz,Up to 3.9 GHz,8 MB,95W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 4-Core Black Edition Processors,4,4,4.2 GHz,Up to 4.3 GHz,8 MB,125W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 4-Core Black Edition Processors,4,4,4 GHz,Up to 4.1 GHz,4 MB,95W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 4-Core Black Edition Processors,4,4,3.8 GHz,Up to 4 GHz,4 MB,95W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 4-Core Black Edition Processors,4,4,4.2 GHz,Up to 4.3 GHz,8 MB,125W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 4-Core Black Edition Processors,4,4,3.8 GHz,Up to 3.9 GHz,4 MB,125W,AM3,Discrete Graphics Card Required,,,AMD
,FX-Series,FX 4-Core Black Edition Processors,4,4,3.6 GHz,Up to 3.8 GHz,8 MB,95W,AM3+,Discrete Graphics Card Required,,,AMD
,FX-Series,FX-Series Processors for Laptops,4,,3 GHz,Up to 3.7 GHz,,35W,FP4,AMD Radeon™ R7 Graphics,8,Q216,AMD
,FX-Series,FX-Series Processors for Laptops,4,,2.7 GHz,Up to 3.6 GHz,,15W,FP4,AMD Radeon™ R7 Graphics,8,Q216,AMD
,Ryzen PRO,Ryzen PRO 3000 Series,4,8,2.1 GHz,Up to 3.7 GHz,4 MB,15W,FP5,Radeon™ Vega 8 Graphics,8,4/8/2019,AMD
,Ryzen PRO,Ryzen PRO 3000 Series,4,8,3.3 GHz,Up to 4 GHz,4 MB,35W,AM4,Radeon™ Vega 11 Graphics,11,9/30/2019,AMD
,Ryzen PRO,Ryzen PRO 3000 Series,4,8,3.7 GHz,Up to 4.2 GHz,4 MB,65W,AM4,Radeon™ Vega 11 Graphics,11,9/30/2019,AMD
,Ryzen PRO,Ryzen PRO 3000 Series,4,4,3.3 GHz,Up to 3.9 GHz,4 MB,35W,,Radeon™  Graphics,10,7/21/2020,AMD
,Ryzen PRO,Ryzen PRO 3000 Series,4,8,3.6 GHz,Up to 4 GHz,4 MB,65W,AM4,Radeon™  Graphics,10,7/21/2020,AMD
,Ryzen PRO,Ryzen PRO 3000 Series,4,4,2.1 GHz,Up to 3.5 GHz,4 MB,15W,FP5,Radeon™ Vega 6 Graphics,6,4/8/2019,AMD
,Ryzen PRO,Ryzen PRO 3000 Series,4,4,3.3 GHz,Up to 3.8 GHz,4 MB,35W,AM4,Radeon™ Vega 8 Graphics,8,9/30/2019,AMD
,Ryzen PRO,Ryzen PRO 3000 Series,4,4,3.6 GHz,Up to 4 GHz,4 MB,65W,AM4,Radeon™ Vega 8 Graphics,8,9/30/2019,AMD
,Ryzen,Ryzen 3000 Series,16,32,3.5 GHz,Up to 4.7 GHz,64 MB,105W,AM4,Discrete Graphics Card Required,,07/07/2019,AMD
,Ryzen,Ryzen 3000 Series,12,24,3.8 GHz,Up to 4.7 GHz,64 MB,105W,,Discrete Graphics Card Required,,07/2020,AMD
,Ryzen,Ryzen 3000 Series,12,24,3.8 GHz,Up to 4.6 GHz,64 MB,105W,AM4,Discrete Graphics Card Required,,7/7/2019,AMD
,Ryzen,Ryzen 3000 Series,12,24,3.1 GHz,Up to 4.3 GHz,64 MB,65W,AM4,Discrete Graphics Card Required,,9/24/2019,AMD
,Ryzen,Ryzen 3000 Series,8,16,3.9 GHz,Up to 4.7 GHz,32 MB,105W,AM4,Discrete Graphics Card Required,,07/2020,AMD
,Ryzen,Ryzen 3000 Series,8,16,3.9 GHz,Up to 4.5 GHz,32 MB,105W,AM4,Discrete Graphics Card Required,,7/7/2019,AMD
,Ryzen,Ryzen 3000 Series,4,8,2.3 GHz,Up to 4 GHz,4 MB,15W,FP5,Radeon™ RX Vega 11 Graphics,11,,AMD
,Ryzen,Ryzen 3000 Series,4,8,2.3 GHz,Up to 4 GHz,4 MB,35W,FP5,Radeon™ RX Vega 10 Graphics,10,Q1 2019,AMD
,Ryzen,Ryzen 3000 Series,8,16,3.6 GHz,Up to 4.4 GHz,32 MB,65W,AM4,Discrete Graphics Card Required,,7/7/2019,AMD
,Ryzen,Ryzen 3000 Series,4,8,2.3 GHz,Up to 4 GHz,4 MB,15W,FP5,Radeon™ RX Vega 10 Graphics,10,Q1 2019,AMD
,Ryzen,Ryzen 3000 Series,4,8,2.3 GHz,Up to 4 GHz,4 MB,15W,FP5,AMD Radeon™ Graphics,10,9/22/2020,AMD
,Ryzen,Ryzen 3000 Series,6,12,3.8 GHz,Up to 4.5 GHz,32 MB,95W,AM4,Discrete Graphics Card Required,,07/2020,AMD
,Ryzen,Ryzen 3000 Series,6,12,3.8 GHz,Up to 4.4 GHz,32 MB,95W,AM4,Discrete Graphics Card Required,,7/7/2019,AMD
,Ryzen,Ryzen 3000 Series,6,12,3.6 GHz,Up to 4.2 GHz,32 MB,65W,AM4,Discrete Graphics Card Required,,7/7/2019,AMD
,Ryzen,Ryzen 3000 Series,4,8,2.1 GHz,Up to 3.7 GHz,4 MB,15W,FP5,Radeon™ Vega 9 Graphics,9,,AMD
,Ryzen,Ryzen 3000 Series,4,8,2.1 GHz,Up to 3.7 GHz,4 MB,35W,FP5,Radeon™ Vega 8 Graphics,8,Q1 2019,AMD
,Ryzen,Ryzen 3000 Series,4,8,2.1 GHz,Up to 3.7 GHz,4 MB,15W,FP5,Radeon™ Vega 8 Graphics,8,Q1 2019,AMD
,Ryzen,Ryzen 3000 Series,4,8,2.1 GHz,Up to 3.7 GHz,4 MB,15W,FP5,AMD Radeon™ Graphics,8,9/22/2020,AMD
,Ryzen,Ryzen 3000 Series,6,6,3.6 GHz,Up to 4.1 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,,AMD
,Ryzen,Ryzen 3000 Series,4,8,2.1 GHz,Up to 3.5 GHz,4 MB,15W,FP5,Radeon™ Vega 8 Graphics,,Q2 2020,AMD
,Ryzen,Ryzen 3000 Series,4,8,3.3 GHz,Up to 4 GHz,4 MB,35W,AM4,Radeon™ Vega 11 Graphics,11,7/7/2019,AMD
,Ryzen,Ryzen 3000 Series,4,8,3.7 GHz,Up to 4.2 GHz,4 MB,65W,AM4,Radeon™ RX Vega 11 Graphics,11,07/07/2019,AMD
,Ryzen,Ryzen 3000 Series,4,4,2.1 GHz,Up to 3.5 GHz,4 MB,15W,FP5,Radeon™ Vega 6 Graphics,6,Q1 2019,AMD
,Ryzen,Ryzen 3000 Series,4,8,3.8 GHz,Up to 4.3 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,,AMD
,Ryzen,Ryzen 3000 Series,4,4,2.1 GHz,Up to 3.5 GHz,4 MB,15W,FP5,Radeon™ Vega 6 Graphics,6,Q1 2019,AMD
,Ryzen,Ryzen 3000 Series,2,4,2.6 GHz,Up to 3.5 GHz,4 MB,15W,FP5,AMD Radeon™ Graphics,3,1/6/2020,AMD
,Ryzen,Ryzen 3000 Series,2,4,2.6 GHz,Up to 3.5 GHz,4 MB,15W,FP5,AMD Radeon™ Graphics,3,9/22/2020,AMD
,Ryzen,Ryzen 3000 Series,2,4,2.6 GHz,Up to 3.5 GHz,4 MB,15W,FP5,Radeon™ Vega 3 Graphics,3,Q1 2019,AMD
,Ryzen,Ryzen 3000 Series,4,4,3.3 GHz,Up to 3.8 GHz,4 MB,35W,AM4,Radeon™ Vega 8 Graphics,8,7/7/2019,AMD
,Ryzen,Ryzen 3000 Series,4,4,3.6 GHz,Up to 4 GHz,4 MB,65W,AM4,Radeon™ Vega 8 Graphics,8,7/7/2019,AMD
,Ryzen,Ryzen 3000 Series,4,8,3.6 GHz,Up to 3.9 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,04/2020,AMD
,Athlon PRO,Athlon PRO 3000 Series,4,4,3.3 GHz,Up to 3.8 GHz,4 MB,35W,AM4,Radeon™  Graphics,3,7/21/2020,AMD
,Athlon PRO,Athlon PRO 3000 Series,4,4,3.5 GHz,Up to 3.9 GHz,4 MB,65W,AM4,Radeon™  Graphics,3,7/21/2020,AMD
,Athlon PRO,Athlon PRO 3000 Series,2,4,2.4 GHz,Up to 3.3 GHz,4 MB,15W,FP5,AMD Radeon™ Graphics,3,Q12021,AMD
,Athlon PRO,Athlon PRO 3000 Series,2,4,3.4 GHz,Up to 3.4 GHz,4 MB,35W,AM4,Radeon™  Graphics,3,7/21/2020,AMD
,Athlon PRO,Athlon PRO 3000 Series,2,2,2.3 GHz,Up to 3.2 GHz,4 MB,15W,FP5,AMD Radeon™ Graphics,2,Q12021,AMD
,Athlon,Athlon 3000 Series,2,4,2.4 GHz,Up to 3.3 GHz,4 MB,15W,FP5,AMD Radeon™ Graphics,3,1/6/2020,AMD
,Athlon,Athlon 3000 Series,4,4,3.3 GHz,Up to 3.8 GHz,4 MB,35W,AM4,Radeon™  Graphics,3,7/21/2020,AMD
,Athlon,Athlon 3000 Series,4,4,3.5 GHz,Up to 3.9 GHz,4 MB,65W,AM4,Radeon™  Graphics,3,7/21/2020,AMD
,Athlon,Athlon 3000 Series,2,4,2.4 GHz,Up to 3.3 GHz,4 MB,15W,FP5,AMD Radeon™ Graphics,3,9/22/2020,AMD
,Athlon,Athlon 3000 Series,2,2,2.3 GHz,Up to 3.2 GHz,4 MB,15W,FP5,AMD Radeon™ Graphics,2,1/6/2020,AMD
,Athlon,Athlon 3000 Series,2,4,3.4 GHz,Up to 3.4 GHz,4 MB,35W,AM4,Radeon™  Graphics,3,7/21/2020,AMD
,Athlon,Athlon 3000 Series,2,4,1.4 GHz,Up to 2.8 GHz,4 MB,6W,,AMD Radeon™ Graphics,3,1/6/2020,AMD
,Athlon,Athlon 3000 Series,2,2,2.3 GHz,Up to 3.2 GHz,4 MB,15W,FP5,AMD Radeon™ Graphics,2,9/22/2020,AMD
,Athlon,Athlon 3000 Series,2,4,3.5 GHz,,4 MB,35W,AM4,Radeon™ Vega 3 Graphics,3,,AMD
,Athlon PRO,Athlon PRO 300 Series,2,4,2.4 GHz,Up to 3.3 GHz,4 MB,15W,FP5,Radeon™ Vega 3 Graphics,3,,AMD
,Athlon PRO,Athlon PRO 300 Series,2,4,3.4 GHz,,4 MB,35W,AM4,Radeon™ Vega 3 Graphics,3,9/30/2019,AMD
,Athlon,Athlon 300 Series,2,4,3.5 GHz,,4 MB,35W,AM4,Radeon™ Vega 3 Graphics,3,7/7/2019,AMD
,Athlon,Athlon 300 Series,2,4,2.4 GHz,Up to 3.3 GHz,4 MB,15W,FP5,Radeon™ Vega 3 Graphics,3,,AMD
,Athlon,Athlon 300 Series,2,4,3.4 GHz,,4 MB,35W,AM4,Radeon™ Vega 3 Graphics,3,7/7/2019,AMD
,Athlon PRO,Athlon PRO 200 Series,2,4,2.3 GHz,Up to 3.2 GHz,4 MB,15W,FP5,Radeon™ Vega 3 Graphics,3,,AMD
,Athlon PRO,Athlon PRO 200 Series,2,4,3.2 GHz,,4 MB,35W,AM4,Radeon™ Vega 3 Graphics,3,,AMD
,Athlon,Athlon 200 Series,2,4,3.5 GHz,,4 MB,35W,AM4,Radeon™ Vega 3 Graphics,3,,AMD
,Athlon,Athlon 200 Series,2,4,3.4 GHz,,4 MB,35W,AM4,Radeon™ Vega 3 Graphics,3,,AMD
,Athlon,Athlon 200 Series,2,4,3.2 GHz,,4 MB,35W,AM4,Radeon™ Vega 3 Graphics,3,,AMD
,Ryzen Threadripper,Ryzen Threadripper 2000 Series,32,64,3 GHz,Up to 4.2 GHz,64 MB,250W,sTR4,Discrete Graphics Card Required,,8/13/2018,AMD
,Ryzen Threadripper,Ryzen Threadripper 2000 Series,24,48,3 GHz,Up to 4.2 GHz,64 MB,250W,sTR4,Discrete Graphics Card Required,,10/2018,AMD
,Ryzen Threadripper,Ryzen Threadripper 2000 Series,16,32,3.5 GHz,Up to 4.4 GHz,32 MB,180W,sTR4,Discrete Graphics Card Required,,8/31/2018,AMD
,Ryzen Threadripper,Ryzen Threadripper 2000 Series,12,24,3.5 GHz,Up to 4.3 GHz,32 MB,180W,sTR4,Discrete Graphics Card Required,,10/2018,AMD
,Ryzen PRO,Ryzen PRO 2000 Series,8,16,3.6 GHz,Up to 4.1 GHz,16 MB,95W,AM4,Discrete Graphics Card Required,,,AMD
,Ryzen PRO,Ryzen PRO 2000 Series,4,8,2.2 GHz,Up to 3.8 GHz,4 MB,15W,FP5,Radeon™ Vega 10 Graphics,10,Q1 2019,AMD
,Ryzen PRO,Ryzen PRO 2000 Series,8,16,3.2 GHz,Up to 4.1 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,,AMD
,Ryzen PRO,Ryzen PRO 2000 Series,6,12,3.4 GHz,Up to 3.9 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,,AMD
,Ryzen PRO,Ryzen PRO 2000 Series,4,8,2 GHz,Up to 3.6 GHz,4 MB,15W,FP5,Radeon™ Vega 8 Graphics,8,Q1 2019,AMD
,Ryzen PRO,Ryzen PRO 2000 Series,4,8,3.2 GHz,Up to 3.8 GHz,4 MB,35W,AM4,Radeon™ Vega 11 Graphics,11,5/10/2018,AMD
,Ryzen PRO,Ryzen PRO 2000 Series,4,8,3.6 GHz,Up to 3.9 GHz,4 MB,65W,AM4,Radeon™ Vega 11 Graphics,11,5/10/2018,AMD
,Ryzen PRO,Ryzen PRO 2000 Series,4,4,2 GHz,Up to 3.4 GHz,4 MB,15W,FP5,Radeon™ Vega 6 Graphics,6,Q1 2019,AMD
,Ryzen PRO,Ryzen PRO 2000 Series,4,4,3.2 GHz,Up to 3.6 GHz,4 MB,35W,AM4,Radeon™ Vega 8 Graphics,8,5/10/2018,AMD
,Ryzen PRO,Ryzen PRO 2000 Series,4,4,3.5 GHz,Up to 3.7 GHz,4 MB,65W,AM4,Radeon™ Vega 8 Graphics,8,5/10/2018,AMD
,Ryzen,Ryzen 2000 Series,4,8,3.3 GHz,Up to 3.8 GHz,4 MB,45W,FP5,Radeon™ RX Vega 11 Graphics,11,9/10/2018,AMD
,Ryzen,Ryzen 2000 Series,8,16,3.7 GHz,Up to 4.3 GHz,16 MB,105W,AM4,Discrete Graphics Card Required,,4/19/2018,AMD
,Ryzen,Ryzen 2000 Series,4,8,2.2 GHz,Up to 3.8 GHz,4 MB,15W,FP5,Radeon™ RX Vega 10 Graphics,10,10/26/2017,AMD
,Ryzen,Ryzen 2000 Series,8,16,2.8 GHz,Up to 4 GHz,16 MB,45W,AM4,Discrete Graphics Card Required,,09/2018,AMD
,Ryzen,Ryzen 2000 Series,8,16,3.2 GHz,Up to 4.1 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,4/19/2018,AMD
,Ryzen,Ryzen 2000 Series,6,12,3.6 GHz,Up to 4.2 GHz,16 MB,95W,AM4,Discrete Graphics Card Required,,4/19/2018,AMD
,Ryzen,Ryzen 2000 Series,4,8,3.2 GHz,Up to 3.6 GHz,4 MB,45W,FP5,Radeon™ Vega 8 Graphics,8,9/10/2018,AMD
,Ryzen,Ryzen 2000 Series,6,12,3.1 GHz,Up to 4 GHz,16 MB,45W,AM4,Discrete Graphics Card Required,,09/2018,AMD
,Ryzen,Ryzen 2000 Series,6,12,3.4 GHz,Up to 3.9 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,4/19/2018,AMD
,Ryzen,Ryzen 2000 Series,4,8,3.6 GHz,Up to 4 GHz,8 MB,65W,AM4,Discrete Graphics Card Required,,9/10/2018,AMD
,Ryzen,Ryzen 2000 Series,4,8,2 GHz,Up to 3.6 GHz,4 MB,15W,FP5,Radeon™ Vega 8 Graphics,8,10/26/2017,AMD
,Ryzen,Ryzen 2000 Series,4,8,3.2 GHz,Up to 3.8 GHz,4 MB,35W,AM4,Radeon™ RX Vega 11 Graphics,11,4/19/2018,AMD
,Ryzen,Ryzen 2000 Series,4,8,3.6 GHz,Up to 3.9 GHz,4 MB,65W,AM4,Radeon™ RX Vega 11 Graphics,11,2/12/2018,AMD
,Ryzen,Ryzen 2000 Series,4,4,3.5 GHz,Up to 4 GHz,8 MB,65W,AM4,Discrete Graphics Card Required,,9/10/2018,AMD
,Ryzen,Ryzen 2000 Series,4,4,2 GHz,Up to 3.4 GHz,4 MB,15W,FP5,Radeon™ Vega 6 Graphics,6,1/8/2018,AMD
,Ryzen,Ryzen 2000 Series,2,4,2.5 GHz,Up to 3.4 GHz,4 MB,15W,FP5,Radeon™ Vega 3 Graphics,3,1/8/2018,AMD
,Ryzen,Ryzen 2000 Series,4,4,3.2 GHz,Up to 3.6 GHz,4 MB,35W,AM4,Radeon™ Vega 8 Graphics,8,4/19/2018,AMD
,Ryzen,Ryzen 2000 Series,4,4,3.5 GHz,Up to 3.7 GHz,4 MB,65W,AM4,Radeon™ Vega 8 Graphics,8,2/12/2018,AMD
,Ryzen Threadripper,Ryzen Threadripper 1000 Series,16,32,3.4 GHz,Up to 4 GHz,32 MB,180W,sTR4,Discrete Graphics Card Required,,7/31/2017,AMD
,Ryzen Threadripper,Ryzen Threadripper 1000 Series,12,24,3.5 GHz,Up to 4 GHz,32 MB,180W,sTR4,Discrete Graphics Card Required,,7/31/2017,AMD
,Ryzen Threadripper,Ryzen Threadripper 1000 Series,8,16,3.8 GHz,Up to 4 GHz,16 MB,180W,sTR4,Discrete Graphics Card Required,,8/31/2017,AMD
,Ryzen PRO,Ryzen PRO 1000 Series,8,16,3.4 GHz,Up to 3.8 GHz,16 MB,95W,AM4,Discrete Graphics Card Required,,6/29/2017,AMD
,Ryzen PRO,Ryzen PRO 1000 Series,8,16,3 GHz,Up to 3.7 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,6/29/2017,AMD
,Ryzen PRO,Ryzen PRO 1000 Series,6,12,3.2 GHz,Up to 3.6 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,6/29/2017,AMD
,Ryzen PRO,Ryzen PRO 1000 Series,4,8,3.5 GHz,Up to 3.7 GHz,16 MB,65W,AM4,Discrete Graphics Card Required,,6/29/2017,AMD
